DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
142,108,19.206408450704224,16.69929577464789,32.23329216715686%,8.084507042253522,[42.48, 56.48],143.93392857142857
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,102|,R102P2|,31.829690346083794%|,10.379999999999999|,10.099999999999998|,['F5']|,[328, 45, 44, 17, 218]|
DENIED|,103|,NONE|,NONE%|,0|,0|,['F5', 'F3', 'F1', 'F2']|,src=182|,dest=494|
DENIED|,104|,NONE|,NONE%|,0|,0|,['F4', 'F2']|,src=173|,dest=455|
DENIED|,105|,NONE|,NONE%|,0|,0|,['F2']|,src=499|,dest=589|
APPROVED|,106|,R106P1|,35.20202507232401%|,22.430000000000003|,18.4|,['F1']|,[364, 54, 22, 6, 5, 4, 17, 43, 320]|
DENIED|,107|,NONE|,NONE%|,0|,0|,['F4']|,src=169|,dest=466|
APPROVED|,108|,R108P1|,31.349936948297604%|,16.560000000000002|,14.4|,['F4']|,[322, 43, 17, 18, 19, 48, 340]|
APPROVED|,109|,R109P1|,19.761124121779858%|,6.6|,7.2|,['F1', 'F3', 'F2']|,[352, 51, 112, 596]|
DENIED|,110|,NONE|,NONE%|,0|,0|,['F2', 'F5']|,src=423|,dest=176|
DENIED|,111|,NONE|,NONE%|,0|,0|,['F4', 'F1']|,src=176|,dest=338|
APPROVED|,112|,R112P1|,38.35320417287631%|,12.72|,11.299999999999999|,['F5']|,[487, 85, 84, 83, 82, 477]|
APPROVED|,113|,R113P1|,28.988077496274226%|,15.329999999999998|,12.3|,['F3', 'F2', 'F5', 'F1', 'F4']|,[291, 36, 37, 38, 39, 303]|
DENIED|,114|,NONE|,NONE%|,0|,0|,['F2', 'F5', 'F1', 'F3', 'F4']|,src=277|,dest=578|
APPROVED|,115|,R115P5|,37.59643201542912%|,20.51|,18.5|,['F1', 'F2', 'F5', 'F3']|,[401, 63, 27, 28, 29, 30, 70, 31, 273]|
DENIED|,116|,NONE|,NONE%|,0|,0|,['F2', 'F3', 'F4']|,src=198|,dest=572|
DENIED|,117|,NONE|,NONE%|,0|,0|,['F3', 'F2', 'F5', 'F1']|,src=401|,dest=512|
DENIED|,118|,NONE|,NONE%|,0|,0|,['F3', 'F2']|,src=388|,dest=500|
DENIED|,119|,NONE|,NONE%|,0|,0|,['F3', 'F5', 'F4', 'F1']|,src=256|,dest=334|
APPROVED|,120|,R120P1|,43.742076502732246%|,22.459999999999997|,17.000000000000004|,['F4', 'F3']|,[544, 99, 45, 18, 4, 5, 6, 172]|
APPROVED|,121|,R121P3|,41.23806129722025%|,28.39|,25.4|,['F2', 'F5']|,[526, 94, 42, 43, 17, 4, 5, 6, 21, 52, 113, 599]|
DENIED|,122|,NONE|,NONE%|,0|,0|,['F4', 'F2', 'F1', 'F3']|,src=528|,dest=178|
DENIED|,123|,NONE|,NONE%|,0|,0|,['F2']|,src=411|,dest=519|
DENIED|,124|,NONE|,NONE%|,0|,0|,['F2']|,src=530|,dest=406|
APPROVED|,125|,R125P2|,27.24292101341282%|,13.590000000000002|,11.6|,['F5', 'F3', 'F4', 'F2']|,[470, 80, 79, 78, 77, 458]|
DENIED|,126|,NONE|,NONE%|,0|,0|,['F5']|,src=302|,dest=587|
APPROVED|,127|,R127P2|,37.761748633879776%|,19.46|,16.5|,['F5']|,[211, 16, 17, 4, 5, 20, 49, 344]|
DENIED|,128|,NONE|,NONE%|,0|,0|,['F2', 'F3', 'F1']|,src=573|,dest=386|
APPROVED|,129|,R129P9|,36.741998438719754%|,26.020000000000003|,22.700000000000003|,['F3', 'F2', 'F4', 'F1']|,[428, 70, 30, 10, 1, 2, 14, 38, 39, 88, 501]|
APPROVED|,130|,R130P1|,32.11909353905497%|,24.97|,18.900000000000002|,['F5', 'F4', 'F3', 'F1', 'F2']|,[570, 105, 48, 19, 18, 17, 44, 98, 542]|
APPROVED|,131|,R131P1|,38.0983606557377%|,21.520000000000003|,16.6|,['F4', 'F1', 'F2', 'F3']|,[215, 17, 4, 5, 20, 49, 108, 581]|
DENIED|,132|,NONE|,NONE%|,0|,0|,['F3', 'F5', 'F1', 'F2', 'F4']|,src=542|,dest=153|
DENIED|,133|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F3', 'F5', 'F4']|,src=556|,dest=499|
DENIED|,134|,NONE|,NONE%|,0|,0|,['F2', 'F3', 'F5', 'F4', 'F1']|,src=525|,dest=233|
